        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_quad0_lpi_txhold[1]       OUT        ethernet_0_quad0_lpi_txhold[1]_opin                      Fixed   o_user_02_09_lut_18[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc2.opin                    No          ---                                   ---                    
   ethernet_0_quad0_lpi_txhold[0]       OUT        ethernet_0_quad0_lpi_txhold[0]_opin                      Fixed   o_user_02_09_lut_18[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc1.opin                    No          ---                                   ---                    
   ethernet_0_quad0_mac_stop_tx[3]      OUT        ethernet_0_quad0_mac_stop_tx[3]_opin                     Fixed   o_user_02_09_lut_17[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile17.sg.slc23.opin                   No          ---                                   ---                    
   ethernet_0_quad0_mac_stop_tx[2]      OUT        ethernet_0_quad0_mac_stop_tx[2]_opin                     Fixed   o_user_02_09_lut_17[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile17.sg.slc21.opin                   No          ---                                   ---                    
   ethernet_0_quad0_mac_stop_tx[1]      OUT        ethernet_0_quad0_mac_stop_tx[1]_opin                     Fixed   o_user_02_09_lut_17[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile17.sg.slc20.opin                   No          ---                                   ---                    
   ethernet_0_quad0_mac_stop_tx[0]      OUT        ethernet_0_quad0_mac_stop_tx[0]_opin                     Fixed   o_user_02_09_lut_17[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile17.sg.slc19.opin                   No          ---                                   ---                    
   ethernet_0_quad0_tx_hold_req[3]      OUT        ethernet_0_quad0_tx_hold_req[3]_opin                     Fixed   o_user_02_09_lut_18[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc9.opin                    No          ---                                   ---                    
   ethernet_0_quad0_tx_hold_req[2]      OUT        ethernet_0_quad0_tx_hold_req[2]_opin                     Fixed   o_user_02_09_lut_18[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc8.opin                    No          ---                                   ---                    
   ethernet_0_quad0_tx_hold_req[1]      OUT        ethernet_0_quad0_tx_hold_req[1]_opin                     Fixed   o_user_02_09_lut_18[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc7.opin                    No          ---                                   ---                    
   ethernet_0_quad0_tx_hold_req[0]      OUT        ethernet_0_quad0_tx_hold_req[0]_opin                     Fixed   o_user_02_09_lut_18[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc6.opin                    No          ---                                   ---                    
   ethernet_0_m0_ffe_tx_ovr[3]          IN         ethernet_0_m0_ffe_tx_ovr[3]_ipin                         Fixed   i_user_02_09_lut_18[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc19.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffe_tx_ovr[2]          IN         ethernet_0_m0_ffe_tx_ovr[2]_ipin                         Fixed   i_user_02_09_lut_18[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc18.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffe_tx_ovr[1]          IN         ethernet_0_m0_ffe_tx_ovr[1]_ipin                         Fixed   i_user_02_09_lut_18[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc17.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffe_tx_ovr[0]          IN         ethernet_0_m0_ffe_tx_ovr[0]_ipin                         Fixed   i_user_02_09_lut_18[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc16.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffp_tx_ovr[3]          IN         ethernet_0_m0_ffp_tx_ovr[3]_ipin                         Fixed   i_user_02_09_lut_18[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc14.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffp_tx_ovr[2]          IN         ethernet_0_m0_ffp_tx_ovr[2]_ipin                         Fixed   i_user_02_09_lut_18[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc13.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffp_tx_ovr[1]          IN         ethernet_0_m0_ffp_tx_ovr[1]_ipin                         Fixed   i_user_02_09_lut_18[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc12.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_ffp_tx_ovr[0]          IN         ethernet_0_m0_ffp_tx_ovr[0]_ipin                         Fixed   i_user_02_09_lut_18[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc11.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_m0_mac_tx_underflow[3]    IN         ethernet_0_m0_mac_tx_underflow[3]_ipin                   Fixed   i_user_02_09_lut_18[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc24.ipin                   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_m0_mac_tx_underflow[2]    IN         ethernet_0_m0_mac_tx_underflow[2]_ipin                   Fixed   i_user_02_09_lut_18[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc23.ipin                   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_m0_mac_tx_underflow[1]    IN         ethernet_0_m0_mac_tx_underflow[1]_ipin                   Fixed   i_user_02_09_lut_18[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc22.ipin                   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_m0_mac_tx_underflow[0]    IN         ethernet_0_m0_mac_tx_underflow[0]_ipin                   Fixed   i_user_02_09_lut_18[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile18.sg.slc21.ipin                   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_free_running_counter[63]  OUT        ethernet_0_free_running_counter[63]_opin                 Fixed   o_user_02_09_lut_07[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc22.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[62]  OUT        ethernet_0_free_running_counter[62]_opin                 Fixed   o_user_02_09_lut_07[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc20.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[61]  OUT        ethernet_0_free_running_counter[61]_opin                 Fixed   o_user_02_09_lut_07[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc19.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[60]  OUT        ethernet_0_free_running_counter[60]_opin                 Fixed   o_user_02_09_lut_07[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc18.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[59]  OUT        ethernet_0_free_running_counter[59]_opin                 Fixed   o_user_02_09_lut_07[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc17.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[58]  OUT        ethernet_0_free_running_counter[58]_opin                 Fixed   o_user_02_09_lut_07[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc15.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[57]  OUT        ethernet_0_free_running_counter[57]_opin                 Fixed   o_user_02_09_lut_07[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc14.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[56]  OUT        ethernet_0_free_running_counter[56]_opin                 Fixed   o_user_02_09_lut_07[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc13.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[55]  OUT        ethernet_0_free_running_counter[55]_opin                 Fixed   o_user_02_09_lut_07[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc12.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[54]  OUT        ethernet_0_free_running_counter[54]_opin                 Fixed   o_user_02_09_lut_07[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc10.opin                    No          ---                                   ---                    
   ethernet_0_free_running_counter[53]  OUT        ethernet_0_free_running_counter[53]_opin                 Fixed   o_user_02_09_lut_07[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc9.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[52]  OUT        ethernet_0_free_running_counter[52]_opin                 Fixed   o_user_02_09_lut_07[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc8.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[51]  OUT        ethernet_0_free_running_counter[51]_opin                 Fixed   o_user_02_09_lut_07[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc7.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[50]  OUT        ethernet_0_free_running_counter[50]_opin                 Fixed   o_user_02_09_lut_07[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc5.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[49]  OUT        ethernet_0_free_running_counter[49]_opin                 Fixed   o_user_02_09_lut_07[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc4.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[48]  OUT        ethernet_0_free_running_counter[48]_opin                 Fixed   o_user_02_09_lut_07[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc3.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[47]  OUT        ethernet_0_free_running_counter[47]_opin                 Fixed   o_user_02_09_lut_07[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc2.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[46]  OUT        ethernet_0_free_running_counter[46]_opin                 Fixed   o_user_02_09_lut_07[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc1.opin                     No          ---                                   ---                    
   ethernet_0_free_running_counter[45]  OUT        ethernet_0_free_running_counter[45]_opin                 Fixed   o_user_02_09_mlp_01[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc27.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[44]  OUT        ethernet_0_free_running_counter[44]_opin                 Fixed   o_user_02_09_mlp_01[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc26.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[43]  OUT        ethernet_0_free_running_counter[43]_opin                 Fixed   o_user_02_09_mlp_01[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc25.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[42]  OUT        ethernet_0_free_running_counter[42]_opin                 Fixed   o_user_02_09_mlp_01[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc24.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[41]  OUT        ethernet_0_free_running_counter[41]_opin                 Fixed   o_user_02_09_mlp_01[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc22.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[40]  OUT        ethernet_0_free_running_counter[40]_opin                 Fixed   o_user_02_09_mlp_01[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc21.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[39]  OUT        ethernet_0_free_running_counter[39]_opin                 Fixed   o_user_02_09_mlp_01[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc20.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[38]  OUT        ethernet_0_free_running_counter[38]_opin                 Fixed   o_user_02_09_mlp_01[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc19.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[37]  OUT        ethernet_0_free_running_counter[37]_opin                 Fixed   o_user_02_09_mlp_01[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc17.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[36]  OUT        ethernet_0_free_running_counter[36]_opin                 Fixed   o_user_02_09_mlp_01[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc16.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[35]  OUT        ethernet_0_free_running_counter[35]_opin                 Fixed   o_user_02_09_mlp_01[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc15.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[34]  OUT        ethernet_0_free_running_counter[34]_opin                 Fixed   o_user_02_09_mlp_01[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc14.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[33]  OUT        ethernet_0_free_running_counter[33]_opin                 Fixed   o_user_02_09_mlp_01[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc12.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[32]  OUT        ethernet_0_free_running_counter[32]_opin                 Fixed   o_user_02_09_mlp_01[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc11.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[31]  OUT        ethernet_0_free_running_counter[31]_opin                 Fixed   o_user_02_09_mlp_01[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc10.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[30]  OUT        ethernet_0_free_running_counter[30]_opin                 Fixed   o_user_02_09_mlp_01[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc9.opin    No          ---                                   ---                    
   ethernet_0_free_running_counter[29]  OUT        ethernet_0_free_running_counter[29]_opin                 Fixed   o_user_02_09_mlp_01[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc7.opin    No          ---                                   ---                    
   ethernet_0_free_running_counter[28]  OUT        ethernet_0_free_running_counter[28]_opin                 Fixed   o_user_02_09_mlp_01[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc6.opin    No          ---                                   ---                    
